week,selected_stocks,gross_return,selected_count,market_return,market_volatility,previous_market_volatility,entry_cost,exit_cost,total_cost,net_return,gross_equity,net_equity
2025-10-24,"BRK.B, JPM",0.002980201662289572,2,0.00982948557856168,0.06222393541938344,0.022037631931144424,0.001,0.001,0.002,0.0009802016622895721,3.2859091540905943,2.4537124269390396
2025-10-31,"JNJ, V",-0.013014920703191102,2,-0.012652663787793384,0.029492512663977708,0.06222393541938344,0.001,0.001,0.002,-0.015014920703191102,3.2431433070122155,2.4168701294201154
2025-11-07,"V, JNJ",0.01712904132293752,2,-0.006388170373949342,0.03389438518878686,0.029492512663977708,0.001,0.001,0.002,0.015129041322937522,3.2986952427342358,2.4534350574802857
2025-11-14,"V, AMZN",-0.03291724786164457,2,-0.010307886916364806,0.04560128640097941,0.03389438518878686,0.001,0.001,0.002,-0.034917247861644574,3.190111273809125,2.367767857465798
2025-11-21,"V, AAPL",0.023403001781641453,2,0.049565266787024796,0.029393236405859547,0.04560128640097941,0.001,0.001,0.002,0.02140300178164145,3.264769453633715,2.4184451971376517
2025-11-28,"V, GOOGL",-0.003082011176660626,2,0.00205191437486274,0.026816981373941527,0.029393236405859547,0.001,0.001,0.002,-0.005082011176660626,3.2547073976883953,2.406154631615657
2025-12-05,"BRK.B, V",0.020263732391843314,2,0.00021324634576240785,0.03093086712708622,0.026816981373941527,0.001,0.001,0.002,0.018263732391843313,3.3206599174089058,2.45009999590088
2025-12-12,"BRK.B, AAPL",-0.013277736518522154,2,0.00343357804157548,0.02135501722637835,0.03093086712708622,0.001,0.001,0.002,-0.015277736518522154,3.2765690699579326,2.412668013719474
2025-12-19,"BRK.B, AAPL",0.003318391454977032,2,0.010440677871671144,0.013234284734660451,0.02135501722637835,0.001,0.001,0.002,0.001318391454977032,3.287442008761323,2.415848854612458
2025-12-26,"BRK.B, AAPL",0.0015484124455435455,2,-0.01053633063801932,0.016594117226454572,0.013234284734660451,0.001,0.001,0.002,-0.00045158755445645453,3.2925323248816922,2.4147578873362674
